outlet_title,average_rating,total_reviews,street_address,city,state,country_code,pincode,phone,category_name,website,google_maps_url,latitude,longitude,placeId,cid,is_active,extracted_at
"Barbeque Nation – Celest Mall ,Gajuwaka",4.2,52.0,"S,no 104/2, unit no:FF:01@ FF:02, celest Mall,1st floor, NH5, opposite SBT Hotel","Visakhapatnam, Gajuwaka",Andhra Pradesh,IN,530026,+91 80 6902 8720,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20%E2%80%93%20Celest%20Mall%20%2CGajuwaka&query_place_id=ChIJL_Srm0gVPDoR1RdATqonQEE,17.6835753,83.1993384,ChIJL_Srm0gVPDoR1RdATqonQEE,4701801623385544661,True,2026-07-26 14:26:06
Barbeque Nation - Kakinada - SRMT Mall,4.2,2441.0,"Unit No. 2, 4th Floor Door No. 4-21,SRMT Mall & Multiplex, Pithapuram - Kakinada Rd",Ramanayyapeta,Andhra Pradesh,IN,533005,+91 80 6902 8742,Barbecue restaurant,https://www.barbequenation.com/restaurants/BNKakinada?utm_source=GMB&utm_medium=Kakinada&utm_campaign=GMB_Kakinada,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Kakinada%20-%20SRMT%20Mall&query_place_id=ChIJw4uuTdkpODoRnr7HvUAszUk,16.9981671,82.2433006,ChIJw4uuTdkpODoRnr7HvUAszUk,5317955391567937182,True,2026-07-26 14:26:06
Ubq By Barbeque Nation,3.1,31.0,"3, MG Rd",Vijayawada,Andhra Pradesh,IN,520010,+91 80 6902 8721,Barbecue restaurant,https://www.barbequenation.com/restaurants/vijayawada/lepl-centro-mall,https://www.google.com/maps/search/?api=1&query=Ubq%20By%20Barbeque%20Nation&query_place_id=ChIJkYNrPK_6NToRMV1L2bS2RSk,16.4982576,80.6519718,ChIJkYNrPK_6NToRMV1L2bS2RSk,2973984016804044081,True,2026-07-26 14:26:06
Barbeque Nation Pimpri,4.3,5290.0,"City One Mall, Above Central Mall, 2nd Floor Survey No-31/32, CS No- 5860","Pune, Pimpri-Chinchwad",Maharashtra,IN,411018,+91 80 6902 8725,Barbecue restaurant,https://www.barbequenation.com/?utm_source=google_my_business_barbeque_nation&utm_medium=google_my_business&utm_campaign=google_my_business_SEO_Click,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20Pimpri&query_place_id=ChIJ79Idnk64wjsRh4zVvsmuexU,18.6328282,73.8008776,ChIJ79Idnk64wjsRh4zVvsmuexU,1548023078445223047,True,2026-07-26 14:26:06
Barbeque Nation,4.4,5076.0,"16 113, Mahatma Gandhi Rd",Kanpur,Uttar Pradesh,IN,208001,+91 80 6902 8708,Barbecue restaurant,https://www.barbequenation.com/restaurants/kanpur/z-square-mall?utm_source=GMB&utm_medium=kanpur&utm_campaign=GMB_kanpur,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJWUPXT6Y4nDkRJnXavNedSas,26.4731829,80.3521156,ChIJWUPXT6Y4nDkRJnXavNedSas,12342569803697517862,True,2026-07-26 14:26:06
UBQ By Barbeque Nation Janakpuri,3.2,46.0,"Shop No B32/1, Community Center b","New Delhi, Delhi",Delhi,IN,110058,+91 80 6902 8719,Delivery service,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=UBQ%20By%20Barbeque%20Nation%20Janakpuri&query_place_id=ChIJN55Su3gFDTkRNXPHLo6NT0I,28.6288696,77.0912057,ChIJN55Su3gFDTkRNXPHLo6NT0I,4778193371473081141,True,2026-07-26 14:26:06
Barbeque Nation - Garia,4.5,429.0,"3rd Floor, Rashmin building, 92, Raja Subodh Chandra Mallick Rd, near Padmashree cinema hall",Kolkata,West Bengal,IN,700084,+91 80 6902 8723,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Garia&query_place_id=ChIJJ2suDYNxAjoRhQOuoXXwYA0,22.4724041,88.3761508,ChIJJ2suDYNxAjoRhQOuoXXwYA0,964034708271661957,True,2026-07-26 14:26:06
Fiesta By Barbeque Nation - Hatibagan,4.0,187.0,"3rd Floor, Ideal Unique Residency, 162, Grey St",Kolkata,West Bengal,IN,700006,+91 80 6902 6709,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Fiesta%20By%20Barbeque%20Nation%20-%20Hatibagan&query_place_id=ChIJd4-BBwB3AjoRMRWypXMlVG4,22.5940768,88.3742531,ChIJd4-BBwB3AjoRMRWypXMlVG4,7950020420847146289,True,2026-07-26 14:26:06
Barbeque Nation,4.3,65.0,"403, Ground Floor, Om Palace, BR, Dr Ambedkar Rd",Mumbai,Maharashtra,IN,400052,,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJmY0FgRLJ5zsRovoqKkRwxv8,19.0698859,72.8297052,ChIJmY0FgRLJ5zsRovoqKkRwxv8,18430541963127880354,True,2026-07-26 14:26:06
"Barbeque Nation - RR Nagar, Global Divinity Mall",3.9,228.0,"GLOBAL MALLS, 3RD FLOOR, MYSORE ROAD, PANTHARAPALYA, MYSORE ROAD, NAYANDA HALLI, KENGERI, B.B, HOBLI",Bengaluru,Karnataka,IN,560039,+91 80 6902 8722,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20RR%20Nagar%2C%20Global%20Divinity%20Mall&query_place_id=ChIJazQIZ7mtrzsR6P6rvcYS69U,12.9404462,77.5250793,ChIJazQIZ7mtrzsR6P6rvcYS69U,15414434794400644840,True,2026-07-26 14:26:06
"Barbeque Nation - Brigade Twin Towers, Yeshwantpur",4.3,302.0,"Unit no-106 Kisok-02, 1st floor, Brigade twin tower",Bengaluru,Karnataka,IN,560022,+91 80 6405 8001,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Brigade%20Twin%20Towers%2C%20Yeshwantpur&query_place_id=ChIJGXNqPCg9rjsRhinoy6hXEjs,13.0304817,77.5421513,ChIJGXNqPCg9rjsRhinoy6hXEjs,4256560980305652102,True,2026-07-26 14:26:06
Barbeque Nation - Bandra,4.2,6113.0,"Ground Floor, 355, Hotel Metro Palace, Hill Rd, opposite Marks and Spencer",Mumbai,Maharashtra,IN,400050,+91 80 6902 8718,Barbecue restaurant,https://www.barbequenation.com/restaurants/mumbai/trade-centre-bkc?utm_source=GMB&utm_medium=bkc&utm_campaign=GMB_bkc,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Bandra&query_place_id=ChIJmaVf3D3J5zsRunDxXYOoqnM,19.0562156,72.8343287,ChIJmaVf3D3J5zsRunDxXYOoqnM,8334659342572810426,True,2026-07-26 14:26:06
"Barbeque Nation - Hoskote, Orion Uptown",3.9,243.0,"2nd Floor, Old Madras Rd","Katamnallur, Bengaluru",Karnataka,IN,560049,+91 80 6405 8001,Buffet restaurant,https://barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Hoskote%2C%20Orion%20Uptown&query_place_id=ChIJkxInrowRrjsRaeM3U2kuVvQ,13.0549312,77.7636194,ChIJkxInrowRrjsRaeM3U2kuVvQ,17606310823154148201,True,2026-07-26 14:26:06
Barbeque Nation - Mumbai - Kandivali,4.2,2665.0,"Unit No. T01, 3rd Floor, Growels mall, Akurli Rd",Mumbai,Maharashtra,IN,400101,+91 80 6902 8718,Barbecue restaurant,https://www.barbequenation.com/restaurants/mumbai/kandivali?utm_source=GMB&utm_medium=mumbai_kandivali&utm_campaign=GMB_mumbai_kandivali,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Kandivali&query_place_id=ChIJHVLf-MC35zsRx0hkXGv9myg,19.2030881,72.8597809,ChIJHVLf-MC35zsRx0hkXGv9myg,2926211020460673223,True,2026-07-26 14:26:06
Barbeque Nation- Marina Mall,4.2,1138.0,"3rd floor, Marina Mall, 13/1A, Old Mahabalipuram Road","Egattur, Chennai",Tamil Nadu,IN,600130,+91 80 6902 8724,Barbecue restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Marina%20Mall&query_place_id=ChIJ_7BHmcZbUjoReu86baMPVFE,12.835785,80.2294733,ChIJ_7BHmcZbUjoReu86baMPVFE,5860326209702522746,True,2026-07-26 14:26:06
Barbeque Nation,3.5,286.0,"3rd Floor, Barbeque, Nation Hospitality Ltd., Ampa, Skywalk Mall, 1, Nelson Manickam Rd","Chennai, Greater Chennai",Tamil Nadu,IN,600030,+91 80 6902 8724,Restaurant,https://www.barbequenation.com/restaurants/chennai/ampa-mall?utm_source=GMB&utm_medium=chennai/ampa-mall&utm_campaign=GMB_chennai/ampa-mall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJESO6zRlnUjoR117pG2zoihA,13.0737602,80.2212017,ChIJESO6zRlnUjoR117pG2zoihA,1192020602415308503,True,2026-07-26 14:26:06
Barbeque Nation- Nexus Whitefield Mall,4.1,3220.0,"Nexus Whitefield 62, Whitefield Main Rd",Bengaluru,Karnataka,IN,560066,+91 80 6405 8001,North Indian restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation-%20Nexus%20Whitefield%20Mall&query_place_id=ChIJTduybEsTrjsRI7bscLUZx5o,12.9599447,77.7480001,ChIJTduybEsTrjsRI7bscLUZx5o,11152911269280658979,True,2026-07-26 14:26:06
"Barbeque Nation - M5 Mall, Electronic City Phase 2",3.9,300.0,"Second floor, M5 Ecity Mall, Hosur Rd",Hebbagodi,Karnataka,IN,560100,+91 80 6405 8001,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20M5%20Mall%2C%20Electronic%20City%20Phase%202&query_place_id=ChIJd3hIDSttrjsRzlYK59IhpnU,12.8416335,77.6766628,ChIJd3hIDSttrjsRzlYK59IhpnU,8477500538274600654,True,2026-07-26 14:26:06
Fiesta by Barbeque Nation - Vega City,3.7,637.0,"4th Floor, WJ52+3FJ Vega City Mall Road, Bannerghatta Rd",Bengaluru,Karnataka,IN,560076,+91 80 6902 6727,Barbecue restaurant,https://fiestaflavours.com/,https://www.google.com/maps/search/?api=1&query=Fiesta%20by%20Barbeque%20Nation%20-%20Vega%20City&query_place_id=ChIJqYVH2s4VrjsRwnVWd8GHd9E,12.9076875,77.6011875,ChIJqYVH2s4VrjsRwnVWd8GHd9E,15093681941156099522,True,2026-07-26 14:26:06
Barbeque Nation New Staff Room,3.7,19.0,A17-18,Ahmedabad,Gujarat,IN,380052,+91 80 6902 8721,Restaurant,,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20New%20Staff%20Room&query_place_id=ChIJr74LtMyFXjkRbBEEXy1E6Rc,23.0500871,72.546427,ChIJr74LtMyFXjkRbBEEXy1E6Rc,1722983294104244588,True,2026-07-26 14:26:06
Barbeque Nation - Mumbai - Vashi,4.2,1471.0,"4th Floor, Center One Mall",Navi Mumbai,Maharashtra,IN,400703,+91 80 3520 2222,Barbecue restaurant,,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Vashi&query_place_id=ChIJKRkgF-PB5zsRu_oFKCqZFbY,19.0673743,72.9988503,ChIJKRkgF-PB5zsRu_oFKCqZFbY,13120561495752964795,True,2026-07-26 14:26:06
Barbeque Nation,4.2,5336.0,429H+828,Navi Mumbai,Maharashtra,IN,400710,+91 80 6902 8721,Indian restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJjWf0GXPB5zsRDkFUhRnqdP8,19.1182937,73.0275875,ChIJjWf0GXPB5zsRDkFUhRnqdP8,18407594972302033166,True,2026-07-26 14:26:06
Barbeque Nation - Mumbai - Mulund (W),4.3,4323.0,"3rd Floor, R Mall, Lal Bahadur Shastri Marg, opposite to Richardson and Cruddas",Mumbai,Maharashtra,IN,400604,+91 80 6902 8718,Barbecue restaurant,,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mumbai%20-%20Mulund%20(W)&query_place_id=ChIJgxWxAf645zsRpMmbCZU61qs,19.183891,72.9515224,ChIJgxWxAf645zsRpMmbCZU61qs,12382148637287500196,True,2026-07-26 14:26:06
Barbeque Nation - Jaipur - MI Road,4.4,5509.0,"1ST Floor E-2 Khandelwal Mansion, Mirza Ismail Rd",Jaipur,Rajasthan,IN,302001,+91 80 6902 8704,Indian restaurant,,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Jaipur%20-%20MI%20Road&query_place_id=ChIJw9P4TKq2bTkRrtC3feA0SrE,26.9165424,75.8098361,ChIJw9P4TKq2bTkRrtC3feA0SrE,12775081431776350382,True,2026-07-26 14:26:06
Barbeque Nation,4.3,2177.0,"10-7-110/1, 3rd floor SBT Khadar Basha Towers, Main Rd",Gajuwaka,Andhra Pradesh,IN,530026,+91 80 6902 8734,Barbecue restaurant,,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJr0YrFWBpOToRmz9gli0EIFM,17.6853036,83.2102263,ChIJr0YrFWBpOToRmz9gli0EIFM,5989792098245689243,True,2026-07-26 14:26:06
Barbeque Nation - Gorakhpur - City Mall,4.4,3549.0,"3rd Floor, No, City Mall, 10, Akshaibar Singh Marg",Gorakhpur,Uttar Pradesh,IN,273001,+91 80 6902 8712,Barbecue restaurant,https://www.barbequenation.com/restaurants/gorakhpur/city-mall?utm_source=GMB&utm_medium=gorakhpur/city-mall&utm_campaign=GMB_gorakhpur/city-mall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Gorakhpur%20-%20City%20Mall&query_place_id=ChIJ3zECbkpFkTkRk2FpM_UA9XU,26.7533656,83.3751258,ChIJ3zECbkpFkTkRk2FpM_UA9XU,8499700924861211027,True,2026-07-26 14:26:06
Barbeque Nation - Madurai - Milan'em Mall,4.2,4203.0,"3rd Floor, Milan'em Mall, 100 Feet Rd","KK Nagar, Madurai",Tamil Nadu,IN,625020,+91 80 6902 8763,Barbecue restaurant,https://www.barbequenation.com/restaurants/madurai/milan-em-mall?utm_source=GMB&utm_medium=madurai&utm_campaign=GMB_madurai,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Madurai%20-%20Milan'em%20Mall&query_place_id=ChIJR_LjW7rFADsREtuUIiS18qA,9.927716,78.143211,ChIJR_LjW7rFADsREtuUIiS18qA,11597531157236079378,True,2026-07-26 14:26:06
Barbeque Nation - Ludhiana Mall Road,4.0,295.0,"Plot Number 105, 3rd Floor Boulevard Mall, The Mall Rd",Ludhiana,Punjab,IN,141001,+91 80 6902 8755,Restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Ludhiana%20Mall%20Road&query_place_id=ChIJh-k7JO6DGjkRzM3ircXH8-M,30.9069048,75.8399749,ChIJh-k7JO6DGjkRzM3ircXH8-M,16425691917790137804,True,2026-07-26 14:26:06
Barbeque Nation - Fiza Mall,3.2,131.0,"3RD FLOOR, FIZA NEXUS MALL, ATTAVAR VILLAGE, CANTONMENT WARD, PANDESHWAR ROAD, MANGALORE, Mangalore Mahanagara Palike",Mangaluru,Karnataka,IN,575001,+91 80 6902 8761,Buffet restaurant,https://barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Fiza%20Mall&query_place_id=ChIJcYQShZ5bozsRELHokjvqTOg,12.8557976,74.8398812,ChIJcYQShZ5bozsRELHokjvqTOg,16739011456617984272,True,2026-07-26 14:26:06
Barbeque Nation,4.2,110.0,"RF64+R46, NH 18",Dhanbad,Jharkhand,IN,826007,,Restaurant,,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJRTsTTwC99jkRDwCc_LCYPTc,23.8120753,86.4551235,ChIJRTsTTwC99jkRDwCc_LCYPTc,3980505531585134607,True,2026-07-26 14:26:06
Barbeque Nation,4.3,6310.0,"2nd Floor, Crown Interiorz Mall DLF Ind Area, Sarai Khawaja Rd",Faridabad,Haryana,IN,121003,+91 80 6902 8734,Barbecue restaurant,https://www.barbequenation.com/restaurants/faridabad/crown-interiorz-mall?utm_source=GMB&utm_medium=faridabad%2Fcrown-interiorz-mall&utm_campaign=GMB_faridabad_crown_interiorz_mall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ0UU9Az3nDDkRbYmOXuOlGW4,28.4698676,77.3072264,ChIJ0UU9Az3nDDkRbYmOXuOlGW4,7933554614552398189,True,2026-07-26 14:26:06
"Barbeque Nation - Faridabad, Pacific mall",4.0,268.0,"2nd Floor, Pacific Mall, Mathura Rd","Faridabad, Sector 20B",Haryana,IN,121007,+91 80 6902 8734,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Faridabad%2C%20Pacific%20mall&query_place_id=ChIJObtWf5bdDDkRO_nccjDZETY,28.3874588,77.3118312,ChIJObtWf5bdDDkRO_nccjDZETY,3896133954760931643,True,2026-07-26 14:26:06
Barbeque Nation - Faridabad- Mansha Vega Street,3.7,146.0,"2ND FLOOR, MANSHA VEGA STREET, SCO-01",Faridabad,Haryana,IN,121002,+91 80 6902 8734,Buffet restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Faridabad-%20Mansha%20Vega%20Street&query_place_id=ChIJC9K6NZvdDDkRG_Kjs57eYXY,28.3885414,77.3546085,ChIJC9K6NZvdDDkRG_Kjs57eYXY,8530343942416495131,True,2026-07-26 14:26:06
Barbeque Nation,4.3,2323.0,"2nd Floor, Eros Ef3 Mall, Metro Station, opposite Old",Faridabad,Haryana,IN,121002,+91 80 6902 8734,North Indian restaurant,https://www.barbequenation.com/restaurants/faridabad/eros-ef3-mall?utm_source=GMB&utm_medium=faridabad%2Feros-ef3-mall&utm_campaign=GMB_faridabad_eros-ef3-mall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJN61X5bXdDDkRZFVLewrH-xU,28.4075009,77.3103016,ChIJN61X5bXdDDkRZFVLewrH-xU,1584078541782996324,True,2026-07-26 14:26:06
Barbeque Nation,4.4,3162.0,"SGK Tower, Plot no. 77, Mall Rd, near Income Tax Office",Amritsar,Punjab,IN,143001,+91 80 6902 8702,Barbecue restaurant,https://www.barbequenation.com/restaurants/amritsar/FiestaMallRoad,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJ33DzZqRkGTkR3yca6-fGD5s,31.642799,74.8659942,ChIJ33DzZqRkGTkR3yca6-fGD5s,11173367899913594847,True,2026-07-26 14:26:06
Barbeque Nation - Mysuru - BM Habitat Mall,4.3,5113.0,"GROUND FLOOR, BM Habitat Mall, Mangalore - Mysore Hwy",Mysuru,Karnataka,IN,570012,+91 80 6902 8721,Barbecue restaurant,,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Mysuru%20-%20BM%20Habitat%20Mall&query_place_id=ChIJrQbM-5J6rzsRtaMQjALd5MI,12.3213811,76.6207831,ChIJrQbM-5J6rzsRtaMQjALd5MI,14043592541057622965,True,2026-07-26 14:26:06
Barbeque Nation,,,"39Q7+4C2, opposite to Vimal Pumps",Tiruppur,Tamil Nadu,IN,641604,,Grill,,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJT2RiFgAHqTsRvRbPywuxpSw,11.08786,77.363437,ChIJT2RiFgAHqTsRvRbPywuxpSw,3217172173048190653,True,2026-07-26 14:26:06
Barbeque Nation - Bareilly - Civil Lines,4.4,4074.0,"3rd Floor, No 35, Civil Lines, 1/3, NH-24, above Tanishq Showroon",Bareilly,Uttar Pradesh,IN,243001,+91 80 6902 8713,Barbecue restaurant,https://www.barbequenation.com/restaurants/bareilly/rampur-garden?utm_source=GMB&utm_medium=bareilly&utm_campaign=GMB_bareilly,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Bareilly%20-%20Civil%20Lines&query_place_id=ChIJJ4D6dtYAoDkRVtGcNrHTda8,28.3482326,79.4236006,ChIJJ4D6dtYAoDkRVtGcNrHTda8,12643244286991454550,True,2026-07-26 14:26:06
Barbeque Nation,4.3,5535.0,"No 101 & 102, Aggarwal Corporate Heights, Plot No A7","New Delhi, Delhi",Delhi,IN,110034,+91 80 6902 8719,Restaurant,https://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJKwNrXTMCDTkRcAuJJrEup1I,28.6923664,77.151707,ChIJKwNrXTMCDTkRcAuJJrEup1I,5955780370611374960,True,2026-07-26 14:26:06
Barbeque Nation - Cuttack - Dargha Bazaar,4.4,948.0,"Upper Ground Floor, Netaji Subhas Chandra Bose Arcade – Old Jail complex",Cuttack,Odisha,IN,753001,+91 80 6902 8731,Barbecue restaurant,https://www.barbequenation.com/restaurants/cuttack/cuttack,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Cuttack%20-%20Dargha%20Bazaar&query_place_id=ChIJa-lduugNGToRlKlwpr1UfDQ,20.4679064,85.8689684,ChIJa-lduugNGToRlKlwpr1UfDQ,3781990960602327444,True,2026-07-26 14:26:06
Barbeque Nation - Panipat - Mitall's Mega Mall,4.1,324.0,Shop No. S-12A to S-17A 2nd Floor Mittal's Mega Mall,Panipat,Haryana,IN,132104,+91 80 3520 2222,Barbecue restaurant,,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation%20-%20Panipat%20-%20Mitall's%20Mega%20Mall&query_place_id=ChIJfTxTH4bbDTkRnXk7-npXnJU,29.3762025,76.9836135,ChIJfTxTH4bbDTkRnXk7-npXnJU,10780587793713953181,True,2026-07-26 14:26:06
Barbeque Nation,3.8,5.0,M3M IFC,Gurugram,Haryana,IN,122101,+91 92892 35111,Barbecue restaurant,,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJGSKlXAAjDTkRqU9TtSBerVQ,28.405053,77.058054,ChIJGSKlXAAjDTkRqU9TtSBerVQ,6101636564730990505,True,2026-07-26 14:26:06
Barbeque Nation,4.3,2694.0,"Shiv Mandir, 5th Floor, Durga Infinity, Khajpura, Baily Road, Pilar No-27, beside Khajpura",Patna,Bihar,IN,800014,+91 80 6902 8730,Barbecue restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJLQTnRyBX7TkRWhH8AdH99k8,25.6050918,85.0785974,ChIJLQTnRyBX7TkRWhH8AdH99k8,5762071847390417242,True,2026-07-26 14:26:06
Barbeque Nation,3.8,1046.0,"1st floor, 118, 80 Feet Rd, below Bodyworks Spa",Bengaluru,Karnataka,IN,560095,+91 80 6902 8722,North Indian restaurant,http://www.barbequenation.com/,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJF4wVjt8VrjsRvHPiqvRz8OU,12.9355492,77.6141518,ChIJF4wVjt8VrjsRvHPiqvRz8OU,16568870523772236732,True,2026-07-26 14:26:06
Barbeque Nation,5.0,1.0,"3rd Floor, The Celebration Mall, NH-8",Udaipur,Rajasthan,IN,313004,+91 80 6902 8721,Barbecue restaurant,https://barbequenation.com/restaurants/udaipur/celebration-mall,https://www.google.com/maps/search/?api=1&query=Barbeque%20Nation&query_place_id=ChIJAQAAkHPlZzkRgHSi40zysrk,24.5913427,73.6940877,ChIJAQAAkHPlZzkRgHSi40zysrk,13381023854921675904,True,2026-07-26 14:26:06
